"1","http://tradelogistics.go.th/uploads/posts/5bb48a81e1562.jpg","http://tradelogistics.go.th/news-trends/pr-news/thailand-and-sri-lanka-strengthened-bilateral-cooperation-scheduled-to-conclude-fta-negotiation-by-the-end-of-2020","2018-10-03 00:00:00","445","EN","Thailand and Sri Lanka Strengthened Bilateral Cooperation, Scheduled to conclude FTA negotiation by the End of 2020"
"2","http://tradelogistics.go.th/uploads/posts/5bb48a4152ac9.jpg","http://tradelogistics.go.th/news-trends/pr-news/moc-attend-the-7th-thailand-laos-joint-trade-committee-to-boost-bilateral-trade-and-investment-to-usd-11-billion-by-2021","2018-10-03 00:00:00","445","EN","MOC attend the 7th Thailand-Laos Joint Trade Committee to Boost Bilateral Trade and Investment to USD 11 billion by 2021"
"3","http://tradelogistics.go.th/uploads/posts/5baddac2a8ac3.jpg","http://tradelogistics.go.th/news-trends/pr-news/dtn-plans-the-10th-fta-negotiation-with-pakistan","2018-09-28 00:00:00","445","EN","DTN plans the 10th FTA negotiation with Pakistan "
"4","http://tradelogistics.go.th/uploads/posts/5bab72a62afff.jpg","http://tradelogistics.go.th/news-trends/pr-news/ditp-launched-activities-and-supports-to-boost-export-growth-in-2018","2018-09-26 00:00:00","445","EN","DITP Launched Activities and Supports to Boost Export Growth in 2018"
"5","http://tradelogistics.go.th/uploads/posts/5bab72f13d9b5.jpg","http://tradelogistics.go.th/news-trends/pr-news/moc-attended-the-3rd-thailand-vietnam-jtc-meeting-discussing-solution-for-car-export-and-cooperation-to-increase-value-of-bilateral-trade-and-investment","2018-09-26 00:00:00","445","EN","MOC Attended the 3rd Thailand-Vietnam JTC Meeting, Discussing Solution for Car Export and Cooperation to Increase Value of Bilateral Trade and Investment "
"6","http://tradelogistics.go.th/uploads/posts/5baa0ce729df8.jpg","http://tradelogistics.go.th/news-trends/pr-news/thailand’s-e-commerce-market-value-is-expected-to-rise-in-2018","2018-09-25 00:00:00","445","EN","Thailand’s E-commerce Market Value is Expected to Rise in 2018"
"7","http://tradelogistics.go.th/uploads/posts/5baa0cadd7245.jpg","http://tradelogistics.go.th/news-trends/pr-news/moc-discussed-economic-and-trade-cooperation-with-cambodian-ambassador-to-increase-bilateral-trade-between-the-two-countries-to-usd-15-bllion-by-2020","2018-09-25 00:00:00","445","EN","MOC Discussed Economic and Trade Cooperation with Cambodian Ambassador to Increase Bilateral Trade between the Two Countries to USD 15 Bllion by 2020"
"8","http://tradelogistics.go.th/uploads/posts/5b9b570d2f848.jpg","http://tradelogistics.go.th/news-trends/pr-news/government-approved-southern-economic-corridor-project-in-4-southern-provinces","2018-09-14 00:00:00","445","EN","Government Approved Southern Economic Corridor Project in 4 Southern Provinces "
"9","http://tradelogistics.go.th/uploads/posts/5b9b56e539dc4.jpg","http://tradelogistics.go.th/news-trends/pr-news/thailand’s-ranking-in-world-bank-lpi-2018-is-improved","2018-09-14 00:00:00","445","EN","Thailand’s Ranking in World Bank LPI 2018 is improved  "
"10","http://tradelogistics.go.th/uploads/posts/5b9b56be5dba1.jpg","http://tradelogistics.go.th/news-trends/pr-news/dft-affirmed-thailand-is-exempted-from-the-provisional-safeguard-measures-on-steel-products-imposed-by-eu","2018-09-14 00:00:00","445","EN","DFT Affirmed Thailand is Exempted From the Provisional Safeguard Measures on Steel Products Imposed by EU  "
